project,geo,samplingdate,Region,seroprev_est,seroprev_lo95,seroprev_hi95,sero_denom,miss_denom,ab_target,interpretation,adjust_assay,adjust_pop
CBS,BC,5/11/2022,Western,0.4442,0.4189,0.4695,1358,0,N,infection-induced,1,1
CBS,BC,5/20/2022,Western,0.459,0.4339,0.4841,1430,0,N,infection-induced,1,1
CBS,BC,5/28/2022,Western,0.4731,0.4477,0.4984,1396,0,N,infection-induced,1,1
CBS,BC,6/4/2022,Western,0.4904,0.4903,0.5177,1196,0,N,infection-induced,1,1
CBS,BC,6/11/2022,Western,0.4982,0.4738,0.5226,1458,0,N,infection-induced,1,1
CBS,BC,6/20/2022,Western,0.5108,0.4861,0.5355,1525,0,N,infection-induced,1,1
CBS,BC,6/27/2022,Western,0.5235,0.4956,0.5515,1166,0,N,infection-induced,1,1
CBS,BC,7/4/2022,Western,0.5516,0.5249,0.5783,1127,0,N,infection-induced,1,1
CBS,BC,7/12/2022,Western,0.5112,0.5886,0.5372,1210,0,N,infection-induced,1,1
CBS,BC,7/20/2022,Western,0.5708,0.5454,0.5963,1252,0,N,infection-induced,1,1
CBS,BC,7/28/2022,Western,0.5738,0.5475,0.6,1201,0,N,infection-induced,1,1
CBS,BC,8/4/2022,Western,0.5732,0.5458,0.6006,1188,0,N,infection-induced,1,1
CBS,BC,8/12/2022,Western,0.5944,0.5715,0.6172,1727,0,N,infection-induced,1,1
CBS,BC,8/20/2022,Western,0.5922,0.5683,0.616,1188,0,N,infection-induced,1,1
CBS,BC,8/28/2022,Western,0.5932,0.5694,0.6169,1605,0,N,infection-induced,1,1
CBS,BC,9/4/2022,Western,0.6438,0.6173,0.6702,1295,0,N,infection-induced,1,1
CBS,BC,9/11/2022,Western,0.6339,0.6083,0.6596,1406,0,N,infection-induced,1,1
CBS,BC,9/20/2022,Western,0.6168,0.5918,0.6418,1458,0,N,infection-induced,1,1
CBS,BC,9/27/2022,Western,0.6665,0.6401,0.6928,1274,0,N,infection-induced,1,1
CBS,BC,10/4/2022,Western,0.6827,0.6586,0.7067,1379,0,N,infection-induced,1,1
CBS,BC,10/11/2022,Western,0.6768,0.6513,0.7023,1235,0,N,infection-induced,1,1
CBS,BC,10/20/2022,Western,0.6911,0.6656,0.7165,1231,0,N,infection-induced,1,1
CBS,BC,10/28/2022,Western,0.6548,0.7239,0.6782,1504,0,N,infection-induced,1,1
CBS,BC,11/4/2022,Western,0.6979,0.6712,0.7246,1117,0,N,infection-induced,1,1
CBS,BC,11/11/2022,Western,0.7401,0.7164,0.7639,1654,0,N,infection-induced,1,1
CBS,BC,11/20/2022,Western,0.7082,0.6858,0.7306,1470,0,N,infection-induced,1,1
CBS,BC,11/27/2022,Western,0.7156,0.6898,0.7415,1093,0,N,infection-induced,1,1
CBS,BC,12/4/2022,Western,0.7012,0.6757,0.7266,1265,0,N,infection-induced,1,1
CBS,BC,12/11/2022,Western,0.7299,0.7077,0.752,1554,0,N,infection-induced,1,1
CBS,BC,12/20/2022,Western,0.7277,0.7026,0.7528,1134,0,N,infection-induced,1,1
CBS,BC,12/27/2022,Western,0.7289,0.7074,0.7503,1434,0,N,infection-induced,1,1
CBS,BC,1/4/2023,Western,0.7225,0.699,0.746,1547,0,N,infection-induced,1,1
CBS,BC,1/11/2023,Western,0.7461,0.7231,0.769,1518,0,N,infection-induced,1,1
CBS,BC,1/20/2023,Western,0.7401,0.7189,0.7614,1718,0,N,infection-induced,1,1
CBS,BC,1/27/2023,Western,0.7564,0.7798,0.8064,1498,0,N,infection-induced,1,1
CBS,BC,2/4/2023,Western,0.7525,0.7313,0.7737,1663,0,N,infection-induced,1,1
CBS,BC,2/11/2023,Western,0.7585,0.7342,0.7829,1214,0,N,infection-induced,1,1
CBS,BC,2/18/2023,Western,0.7684,0.7465,0.7909,1270,0,N,infection-induced,1,1
CBS,BC,2/25/2023,Western,0.7602,0.7362,0.7842,1183,0,N,infection-induced,1,1
CBS,BC,3/4/2023,Western,0.755,0.73,0.7799,1145,0,N,infection-induced,1,1
CBS,BC,3/11/2023,Western,0.7443,0.7201,0.7685,1271,0,N,infection-induced,1,1
CBS,BC,3/18/2023,Western,0.7495,0.7252,0.7737,1185,0,N,infection-induced,1,1
CBS,BC,3/26/2023,Western,0.7832,0.764,0.8025,1739,0,N,infection-induced,1,1
CBS,BC,4/4/2023,Western,0.7858,0.7629,0.8087,1190,0,N,infection-induced,1,1
CBS,BC,4/11/2023,Western,0.7769,0.7541,0.7998,1207,0,N,infection-induced,1,1
CBS,BC,4/18/2023,Western,0.7879,0.767,0.8089,1342,0,N,infection-induced,1,1
CBS,BC,4/26/2023,Western,0.7866,0.7652,0.8081,1270,0,N,infection-induced,1,1
CBS,BC,5/4/2023,Western,0.7804,0.7595,0.8012,1665,0,N,infection-induced,1,1
CBS,BC,5/11/2023,Western,0.7699,0.7468,0.7931,1396,0,N,infection-induced,1,1
CBS,BC,5/18/2023,Western,0.7906,0.7658,0.8155,1145,0,N,infection-induced,1,1
CBS,BC,5/27/2023,Western,0.7907,0.7704,0.8111,1747,0,N,infection-induced,1,1
CBS,BC,6/4/2023,Western,0.7939,0.7726,0.8152,1367,0,N,infection-induced,1,1
CBS,BC,6/11/2023,Western,0.79,0.7694,0.8112,1443,0,N,infection-induced,1,1
CBS,BC,6/18/2023,Western,0.7629,0.7393,0.7865,1240,0,N,infection-induced,1,1
CBS,BC,6/27/2023,Western,0.79,0.7686,0.8115,1400,0,N,infection-induced,1,1
CBS,BC,7/4/2023,Western,0.7954,0.7728,0.8179,1265,0,N,infection-induced,1,1
CBS,BC,7/11/2023,Western,0.7831,0.7606,0.8056,1329,0,N,infection-induced,1,1
CBS,BC,7/18/2023,Western,0.7871,0.7656,0.8087,1457,0,N,infection-induced,1,1
CBS,BC,7/27/2023,Western,0.7767,0.7562,0.7972,1621,0,N,infection-induced,1,1
CBS,BC,8/4/2023,Western,0.7606,0.7364,0.7847,1168,0,N,infection-induced,1,1
CBS,BC,8/11/2023,Western,0.7865,0.7646,0.8084,1314,0,N,infection-induced,1,1
CBS,BC,8/18/2023,Western,0.7822,0.7589,0.8055,1202,0,N,infection-induced,1,1
CBS,BC,8/27/2023,Western,0.7913,0.7722,0.8103,1683,0,N,infection-induced,1,1
CBS,BC,9/4/2023,Western,0.8008,0.7796,0.8219,1508,0,N,infection-induced,1,1
CBS,BC,9/11/2023,Western,0.7859,0.7625,0.8092,1393,0,N,infection-induced,1,1
CBS,BC,9/18/2023,Western,0.8162,0.7945,0.838,1430,0,N,infection-induced,1,1
CBS,BC,9/27/2023,Western,0.8151,0.7952,0.8349,1638,0,N,infection-induced,1,1
CBS,BC,10/4/2023,Western,0.81,0.79,0.83,1700,0,N,infection-induced,1,1
CBS,BC,10/11/2023,Western,0.8157,0.7948,0.8365,1505,0,N,infection-induced,1,1
CBS,BC,10/18/2023,Western,0.81,0.79,0.83,1177,0,N,infection-induced,1,1
CBS,BC,10/27/2023,Western,0.82,0.8,0.84,1337,0,N,infection-induced,1,1
CBS,BC,11/4/2023,Western,0.8328,0.8106,0.855,1303,0,N,infection-induced,1,1
CBS,BC,11/11/2023,Western,0.8469,0.8274,0.8664,1573,0,N,infection-induced,1,1
CBS,BC,11/18/2023,Western,0.828,0.8065,0.8494,1387,0,N,infection-induced,1,1
CBS,BC,11/27/2023,Western,0.8172,0.7999,0.8346,2044,0,N,infection-induced,1,1
CBS,BC,12/4/2023,Western,0.7976,0.776,0.8193,1651,0,N,infection-induced,1,1
CBS,BC,12/11/2023,Western,0.8173,0.7943,0.8403,1274,0,N,infection-induced,1,1
CBS,BC,12/18/2023,Western,0.803,0.7833,0.8226,1796,0,N,infection-induced,1,1
CBS,BC,12/27/2023,Western,0.8026,0.7823,0.823,1695,0,N,infection-induced,1,1
CBS,BC,1/14/2021,Western,0.0205,0.0165,0.0245,6192,0,S,induced by either,1,1
CBS,BC,3/6/2021,Western,0.0874,0.077,0.0978,2547,0,S,induced by either,1,1
CBS,BC,4/21/2021,Western,0.255,0.2392,0.2708,2285,0,S,induced by either,1,1
CBS,BC,5/28/2021,Western,0.6236,0.606,0.6412,2700,0,S,induced by either,1,1
CBS,BC,6/21/2021,Western,0.929,0.9189,0.9392,2670,0,S,induced by either,1,1
CBS,BC,7/18/2021,Western,0.9477,0.9352,0.9601,1601,0,S,induced by either,1,1
CBS,BC,8/20/2021,Western,0.9699,0.9601,0.9798,1515,0,S,induced by either,1,1
CBS,BC,9/19/2021,Western,0.9793,0.9707,0.9879,1626,0,S,induced by either,1,1
CBS,BC,10/18/2021,Western,0.9884,0.9811,0.9956,2009,0,S,induced by either,1,1
CBS,BC,11/18/2021,Western,0.9969,0.9909,1,1932,0,S,induced by either,1,1
CBS,BC,12/22/2021,Western,0.9899,0.9846,0.9952,3390,0,S,induced by either,1,1
CBS,BC,1/15/2022,Western,0.9883,0.9843,0.9923,5305,0,S,induced by either,1,1
CBS,BC,2/14/2022,Western,0.9968,0.9934,1,4438,0,S,induced by either,1,1
CBS,BC,3/16/2022,Western,0.9978,0.9934,1,4646,0,S,induced by either,1,1
CBS,BC,4/15/2022,Western,0.996,0.9926,0.9994,4662,0,S,induced by either,1,1
CBS,BC,5/15/2022,Western,1,0.9989,1,5296,0,S,induced by either,1,1
CBS,BC,6/15/2022,Western,1,1,1,5202,0,S,induced by either,1,1
CBS,BC,7/16/2022,Western,1,1,1,4670,0,S,induced by either,1,1
CBS,BC,8/15/2022,Western,1,1,1,6104,0,S,induced by either,1,1
CBS,BC,9/15/2022,Western,1,1,1,5507,0,S,induced by either,1,1
CBS,BC,10/15/2022,Western,1,1,1,5200,0,S,induced by either,1,1
CBS,BC,11/15/2022,Western,1,1,1,1610,0,S,induced by either,1,1
CBS,BC,12/15/2022,Western,1,1,1,5690,0,S,induced by either,1,1
CBS,BC,1/15/2023,Western,1,1,1,6519,0,S,induced by either,1,1
CBS,BC,2/14/2023,Western,1,1,1,5201,0,S,induced by either,1,1
CBS,BC,3/15/2023,Western,1,1,1,5339,0,S,induced by either,1,1
CBS,BC,4/15/2023,Western,1,1,1,5009,0,S,induced by either,1,1
CBS,BC,5/15/2023,Western,1,1,1,6267,0,S,induced by either,1,1
CBS,BC,6/15/2023,Western,1,1,1,6117,0,S,induced by either,1,1
CBS,BC,7/15/2023,Western,1,1,1,5659,0,S,induced by either,1,1
CBS,BC,8/15/2023,Western,1,1,1,5964,0,S,induced by either,1,1
CBS,BC,9/15/2023,Western,1,1,1,5968,0,S,induced by either,1,1
CBS,BC,10/15/2023,Western,1,1,1,5718,0,S,induced by either,1,1
CBS,BC,11/15/2023,Western,1,1,1,6307,0,S,induced by either,1,1
CBS,BC,12/15/2023,Western,1,1,1,6416,0,S,induced by either,1,1
CCAHS,BC,2/1/2021,Western,0.016,0.005,0.029,214,1,N,infection-induced,NA,NA
CCAHS,BC,4/24/2022,Western,0.4613,0.4202,0.5023,723,0,N,infection-induced,NA,NA
CCAHS,BC,6/3/2022,Western,0.4846,0.4446,0.5246,746,0,N,infection-induced,NA,NA
CCAHS,BC,6/28/2022,Western,0.5818,0.5421,0.6216,716,0,N,infection-induced,NA,NA
CCAHS,BC,2/1/2021,Western,0.024,0.011,0.039,459,1,S,induced by either,NA,NA
CLSA,BC,12/1/2020,Western,0.025,NA,NA,200,1,S,induced by either,NA,NA
CLSA,BC,3/16/2021,Western,0.267,NA,NA,200,1,S,induced by either,NA,NA
CLSA,BC,7/1/2021,Western,0.812,NA,NA,200,1,S,induced by either,NA,NA
CNPTH,BC,2/15/2021,Western,0.052,NA,NA,58,0,N,infection-induced,0,0
CNPTH,BC,3/15/2021,Western,0.029,NA,NA,204,0,N,infection-induced,0,0
CNPTH,BC,4/15/2021,Western,0.014,NA,NA,841,0,N,infection-induced,0,0
CNPTH,BC,5/15/2021,Western,0.014,NA,NA,1388,0,N,infection-induced,0,0
CNPTH,BC,6/15/2021,Western,0.016,NA,NA,1272,0,N,infection-induced,0,0
CNPTH,BC,7/15/2021,Western,0,NA,NA,76,0,N,infection-induced,0,0
CNPTH,BC,8/15/2021,Western,0,NA,NA,28,0,N,infection-induced,0,0
CNPTH,BC,9/15/2021,Western,0,NA,NA,36,0,N,infection-induced,0,0
CNPTH,BC,10/15/2021,Western,0.085,NA,NA,329,0,N,infection-induced,0,0
CNPTH,BC,11/15/2021,Western,0.107,NA,NA,149,0,N,infection-induced,0,0
CNPTH,BC,12/7/2021,Western,0.235,NA,NA,17,0,N,infection-induced,0,0
CNPTH,BC,2/1/2022,Western,0.2045,NA,NA,357,0,N,infection-induced,0,0
CNPTH,BC,3/15/2022,Western,0.196,NA,NA,779,0,N,infection-induced,0,0
CNPTH,BC,4/15/2022,Western,0.235,NA,NA,879,0,N,infection-induced,0,0
CNPTH,BC,5/15/2022,Western,0.274,NA,NA,775,0,N,infection-induced,0,0
CNPTH,BC,6/15/2022,Western,0.3,NA,NA,420,0,N,infection-induced,0,0
CNPTH,BC,8/1/2022,Western,0.458333333,NA,NA,48,0,N,infection-induced,0,0
CNPTH,BC,2/15/2021,Western,0.052,NA,NA,58,0,S,induced by either,0,0
CNPTH,BC,3/15/2021,Western,0.113,NA,NA,204,0,S,induced by either,0,0
CNPTH,BC,4/15/2021,Western,0.357,NA,NA,841,0,S,induced by either,0,0
CNPTH,BC,5/15/2021,Western,0.756,NA,NA,1388,0,S,induced by either,0,0
CNPTH,BC,6/15/2021,Western,0.814,NA,NA,1272,0,S,induced by either,0,0
CNPTH,BC,8/15/2021,Western,0.964,NA,NA,28,0,S,induced by either,0,0
CNPTH,BC,9/15/2021,Western,0.944,NA,NA,36,0,S,induced by either,0,0
CNPTH,BC,10/15/2021,Western,0.976,NA,NA,329,0,S,induced by either,0,0
CNPTH,BC,11/15/2021,Western,0.98,NA,NA,149,0,S,induced by either,0,0
CNPTH,BC,12/7/2021,Western,1,NA,NA,17,0,S,induced by either,0,0
CNPTH,BC,12/22/2021,Western,1,NA,NA,3,0,S,induced by either,0,0
CNPTH,BC,1/15/2022,Western,1,NA,NA,4,0,S,induced by either,0,0
CNPTH,BC,2/15/2022,Western,0.986,NA,NA,353,0,S,induced by either,0,0
CNPTH,BC,3/15/2022,Western,0.988,NA,NA,779,0,S,induced by either,0,0
CNPTH,BC,4/15/2022,Western,0.986,NA,NA,879,0,S,induced by either,0,0
CNPTH,BC,5/15/2022,Western,0.991,NA,NA,775,0,S,induced by either,0,0
CNPTH,BC,6/15/2022,Western,0.981,NA,NA,420,0,S,induced by either,0,0
CNPTH,BC,7/15/2022,Western,1,NA,NA,42,0,S,induced by either,0,0
CNPTH,BC,8/1/2022,Western,0.9791,NA,NA,48,0,S,induced by either,0,0
CNPTH,BC,8/15/2022,Western,0.833,NA,NA,6,0,S,induced by either,0,0
JHA,BC,1/31/2021,Western,0.056,NA,NA,1202,0,N,infection-induced,0,1
JHA,BC,5/31/2020,Western,0.01925,NA,NA,2098,0,S,induced by either,0,1
PRVNT,BC,3/15/2021,Western,0.022,NA,NA,45,0,N,infection-induced,NA,NA
PRVNT,BC,4/15/2021,Western,0.032,NA,NA,278,0,N,infection-induced,NA,NA
PRVNT,BC,5/15/2021,Western,0.055,NA,NA,199,0,N,infection-induced,NA,NA
PRVNT,BC,6/15/2021,Western,0.061,NA,NA,114,0,N,infection-induced,NA,NA
PRVNT,BC,7/15/2021,Western,0.086,NA,NA,267,0,N,infection-induced,NA,NA
PRVNT,BC,8/15/2021,Western,0.062,NA,NA,208,0,N,infection-induced,NA,NA
PRVNT,BC,9/15/2021,Western,0.102,NA,NA,49,0,N,infection-induced,NA,NA
PRVNT,BC,10/15/2021,Western,0.068,NA,NA,294,0,N,infection-induced,NA,NA
PRVNT,BC,11/15/2021,Western,0.056,NA,NA,124,0,N,infection-induced,NA,NA
PRVNT,BC,12/15/2021,Western,0.091,NA,NA,55,0,N,infection-induced,NA,NA
PRVNT,BC,1/15/2022,Western,0.074,NA,NA,108,0,N,infection-induced,NA,NA
PRVNT,BC,2/15/2022,Western,0.144,NA,NA,264,0,N,infection-induced,NA,NA
PRVNT,BC,3/15/2022,Western,0.153,NA,NA,98,0,N,infection-induced,NA,NA
PRVNT,BC,4/15/2022,Western,0.184,NA,NA,158,0,N,infection-induced,NA,NA
PRVNT,BC,5/15/2022,Western,0.222,NA,NA,189,0,N,infection-induced,NA,NA
PRVNT,BC,6/15/2022,Western,0.149,NA,NA,101,0,N,infection-induced,NA,NA
PRVNT,BC,7/15/2022,Western,0.292,NA,NA,195,0,N,infection-induced,NA,NA
PRVNT,BC,8/15/2022,Western,0.235,NA,NA,51,0,N,infection-induced,NA,NA
ANTE,MB,11/25/2020,Western,0.0562,NA,NA,200,1,N,infection-induced,NA,1
CBS,MB,6/14/2020,Western,0.0059,0.003,0.0088,3455,0,N,infection-induced,1,1
CBS,MB,10/21/2020,Western,0.0296,0.017,0.0423,257,0,N,infection-induced,1,1
CBS,MB,11/16/2020,Western,0.0856,0.0651,0.106,380,0,N,infection-induced,1,1
CBS,MB,12/16/2020,Western,0.031,0.0188,0.0431,1325,0,N,infection-induced,1,1
CBS,MB,1/14/2021,Western,0.0537,0.0421,0.0652,1798,0,N,infection-induced,1,1
CBS,MB,3/6/2021,Western,0.0675,0.0493,0.0856,807,0,N,infection-induced,1,1
CBS,MB,4/21/2021,Western,0.0416,0.0269,0.0563,883,0,N,infection-induced,1,1
CBS,MB,5/28/2021,Western,0.0537,0.0375,0.0699,843,0,N,infection-induced,1,1
CBS,MB,6/21/2021,Western,0.0679,0.0496,0.0862,1008,0,N,infection-induced,1,1
CBS,MB,7/18/2021,Western,0.0286,0.0113,0.0459,701,0,N,infection-induced,1,1
CBS,MB,8/20/2021,Western,0.0754,0.0496,0.1013,670,0,N,infection-induced,1,1
CBS,MB,9/19/2021,Western,0.0554,0.0332,0.0776,661,0,N,infection-induced,1,1
CBS,MB,10/18/2021,Western,0.0549,0.0333,0.0765,695,0,N,infection-induced,1,1
CBS,MB,11/18/2021,Western,0.0883,0.0604,0.1161,790,0,N,infection-induced,1,1
CBS,MB,12/22/2021,Western,0.0818,0.0621,0.1014,807,0,N,infection-induced,1,1
CBS,MB,1/4/2022,Western,0.113,0.087,0.1389,565,0,N,infection-induced,1,1
CBS,MB,1/12/2022,Western,0.1524,0.1239,0.1808,677,0,N,infection-induced,1,1
CBS,MB,1/20/2022,Western,0.1847,0.1311,0.2383,314,0,N,infection-induced,1,1
CBS,MB,1/28/2022,Western,0.1948,0.1523,0.2372,452,0,N,infection-induced,1,1
CBS,MB,2/4/2022,Western,0.286,0.2335,0.3386,317,0,N,infection-induced,1,1
CBS,MB,2/11/2022,Western,0.2917,0.2422,0.3453,362,0,N,infection-induced,1,1
CBS,MB,2/18/2022,Western,0.278,0.2326,0.3234,416,0,N,infection-induced,1,1
CBS,MB,2/25/2022,Western,0.2701,0.2192,0.2448,387,0,N,infection-induced,1,1
CBS,MB,3/4/2022,Western,0.3054,0.2571,0.3537,417,0,N,infection-induced,1,1
CBS,MB,3/11/2022,Western,0.3328,0.2765,0.3891,329,0,N,infection-induced,1,1
CBS,MB,3/19/2022,Western,0.3606,0.3082,0.4129,417,0,N,infection-induced,1,1
CBS,MB,3/27/2022,Western,0.3261,0.2745,0.3777,417,0,N,infection-induced,1,1
CBS,MB,4/4/2022,Western,0.3712,0.3195,0.4228,325,0,N,infection-induced,1,1
CBS,MB,4/11/2022,Western,0.39,0.3358,0.4443,283,0,N,infection-induced,1,1
CBS,MB,4/20/2022,Western,0.3864,0.3382,0.4347,418,0,N,infection-induced,1,1
CBS,MB,4/27/2022,Western,0.4534,0.4039,0.5029,384,0,N,infection-induced,1,1
CBS,MB,5/4/2022,Western,0.5153,0.4629,0.5676,381,0,N,infection-induced,1,1
CBS,MB,5/11/2022,Western,0.4553,0.4043,0.5062,402,0,N,infection-induced,1,1
CBS,MB,5/20/2022,Western,0.5326,0.4814,0.5839,418,0,N,infection-induced,1,1
CBS,MB,5/28/2022,Western,0.5055,0.4565,0.58544,453,0,N,infection-induced,1,1
CBS,MB,6/4/2022,Western,0.5541,0.4965,0.6116,346,0,N,infection-induced,1,1
CBS,MB,6/11/2022,Western,0.5621,0.5141,0.6102,484,0,N,infection-induced,1,1
CBS,MB,6/20/2022,Western,0.5689,0.5231,0.6148,519,0,N,infection-induced,1,1
CBS,MB,6/27/2022,Western,0.5617,0.5073,0.6161,384,0,N,infection-induced,1,1
CBS,MB,7/4/2022,Western,0.5871,0.5359,0.6382,381,0,N,infection-induced,1,1
CBS,MB,7/12/2022,Western,0.5199,0.5012,0.4813,400,0,N,infection-induced,1,1
CBS,MB,7/20/2022,Western,0.5659,0.5156,0.6161,420,0,N,infection-induced,1,1
CBS,MB,7/28/2022,Western,0.607,0.5536,0.6604,367,0,N,infection-induced,1,1
CBS,MB,8/4/2022,Western,0.6361,0.5845,0.6877,346,0,N,infection-induced,1,1
CBS,MB,8/12/2022,Western,0.6427,0.5983,0.6871,488,0,N,infection-induced,1,1
CBS,MB,8/20/2022,Western,0.6084,0.5607,0.6561,346,0,N,infection-induced,1,1
CBS,MB,8/28/2022,Western,0.6196,0.574,0.6651,472,0,N,infection-induced,1,1
CBS,MB,9/4/2022,Western,0.6395,0.5871,0.6918,380,0,N,infection-induced,1,1
CBS,MB,9/11/2022,Western,0.6487,0.5986,0.6987,419,0,N,infection-induced,1,1
CBS,MB,9/20/2022,Western,0.6555,0.6051,0.7058,404,0,N,infection-induced,1,1
CBS,MB,9/27/2022,Western,0.7447,0.6955,0.7921,381,0,N,infection-induced,1,1
CBS,MB,10/4/2022,Western,0.6728,0.6226,0.723,378,0,N,infection-induced,1,1
CBS,MB,10/11/2022,Western,0.6637,0.6147,0.7128,395,0,N,infection-induced,1,1
CBS,MB,10/20/2022,Western,0.6809,0.6286,0.7332,327,0,N,infection-induced,1,1
CBS,MB,10/28/2022,Western,0.7174,0.6607,0.7601,462,0,N,infection-induced,1,1
CBS,MB,11/4/2022,Western,0.7116,0.6574,0.7659,307,0,N,infection-induced,1,1
CBS,MB,11/11/2022,Western,0.7573,0.7125,0.8021,351,0,N,infection-induced,1,1
CBS,MB,11/20/2022,Western,0.7147,0.6688,0.7605,428,0,N,infection-induced,1,1
CBS,MB,11/27/2022,Western,0.755,0.7081,0.8019,380,0,N,infection-induced,1,1
CBS,MB,12/4/2022,Western,0.781,0.7397,0.8222,391,0,N,infection-induced,1,1
CBS,MB,12/11/2022,Western,0.7532,0.71,0.7963,388,0,N,infection-induced,1,1
CBS,MB,12/20/2022,Western,0.765,0.7246,0.8053,521,0,N,infection-induced,1,1
CBS,MB,12/27/2022,Western,0.82,0.7825,0.8574,482,0,N,infection-induced,1,1
CBS,MB,1/4/2023,Western,0.7854,0.7441,0.8267,421,0,N,infection-induced,1,1
CBS,MB,1/11/2023,Western,0.7801,0.7354,0.8248,351,0,N,infection-induced,1,1
CBS,MB,1/20/2023,Western,0.8178,0.7803,0.8553,450,0,N,infection-induced,1,1
CBS,MB,1/27/2023,Western,0.7979,0.8372,0.8779,349,0,N,infection-induced,1,1
CBS,MB,2/4/2023,Western,0.8263,0.7864,0.8637,382,0,N,infection-induced,1,1
CBS,MB,2/11/2023,Western,0.8219,0.7751,0.8578,352,0,N,infection-induced,1,1
CBS,MB,2/18/2023,Western,0.7569,0.7118,0.8019,358,0,N,infection-induced,1,1
CBS,MB,2/25/2023,Western,0.782,0.7398,0.8242,383,0,N,infection-induced,1,1
CBS,MB,3/4/2023,Western,0.8346,0.7898,0.8794,169,0,N,infection-induced,1,1
CBS,MB,3/11/2023,Western,0.7809,0.731,0.8308,307,0,N,infection-induced,1,1
CBS,MB,3/18/2023,Western,0.8128,0.7694,0.8562,330,0,N,infection-induced,1,1
CBS,MB,3/26/2023,Western,0.8053,0.7745,0.8362,538,0,N,infection-induced,1,1
CBS,MB,4/4/2023,Western,0.8374,0.7966,0.8781,314,0,N,infection-induced,1,1
CBS,MB,4/11/2023,Western,0.8129,0.7723,0.8535,372,0,N,infection-induced,1,1
CBS,MB,4/18/2023,Western,0.7862,0.7399,0.8325,314,0,N,infection-induced,1,1
CBS,MB,4/26/2023,Western,0.7971,0.7584,0.8359,395,0,N,infection-induced,1,1
CBS,MB,5/4/2023,Western,0.8537,0.8135,0.8939,347,0,N,infection-induced,1,1
CBS,MB,5/11/2023,Western,0.7918,0.7485,0.8351,403,0,N,infection-induced,1,1
CBS,MB,5/18/2023,Western,0.8011,0.757,0.8453,390,0,N,infection-induced,1,1
CBS,MB,5/27/2023,Western,0.8181,0.7815,0.8546,523,0,N,infection-induced,1,1
CBS,MB,6/4/2023,Western,0.8207,0.7781,0.8632,350,0,N,infection-induced,1,1
CBS,MB,6/11/2023,Western,0.8469,0.805,0.8888,311,0,N,infection-induced,1,1
CBS,MB,6/18/2023,Western,0.8181,0.8015,0.8747,421,0,N,infection-induced,1,1
CBS,MB,6/27/2023,Western,0.8359,0.8003,0.8716,461,0,N,infection-induced,1,1
CBS,MB,7/4/2023,Western,0.7558,0.7063,0.8053,362,0,N,infection-induced,1,1
CBS,MB,7/11/2023,Western,0.8264,0.7824,0.8703,360,0,N,infection-induced,1,1
CBS,MB,7/18/2023,Western,0.7913,0.7518,0.8307,504,0,N,infection-induced,1,1
CBS,MB,7/27/2023,Western,0.8246,0.7886,0.8605,540,0,N,infection-induced,1,1
CBS,MB,8/4/2023,Western,0.746,0.6953,0.7966,338,0,N,infection-induced,1,1
CBS,MB,8/11/2023,Western,0.8309,0.7918,0.87,396,0,N,infection-induced,1,1
CBS,MB,8/18/2023,Western,0.841,0.799,0.883,341,0,N,infection-induced,1,1
CBS,MB,8/27/2023,Western,0.7955,0.7594,0.8315,566,0,N,infection-induced,1,1
CBS,MB,9/4/2023,Western,0.8332,0.7925,0.8739,379,0,N,infection-induced,1,1
CBS,MB,9/11/2023,Western,0.8284,0.7879,0.869,372,0,N,infection-induced,1,1
CBS,MB,9/18/2023,Western,0.8163,0.773,0.8596,338,0,N,infection-induced,1,1
CBS,MB,9/27/2023,Western,0.8532,0.8177,0.8888,451,0,N,infection-induced,1,1
CBS,MB,10/4/2023,Western,0.83,0.78,0.87,341,0,N,infection-induced,1,1
CBS,MB,10/11/2023,Western,0.8391,0.8001,0.8781,394,0,N,infection-induced,1,1
CBS,MB,10/18/2023,Western,0.83,0.79,0.87,384,0,N,infection-induced,1,1
CBS,MB,10/27/2023,Western,0.84,0.8,0.88,383,0,N,infection-induced,1,1
CBS,MB,11/4/2023,Western,0.8883,0.8536,0.923,405,0,N,infection-induced,1,1
CBS,MB,11/11/2023,Western,0.8413,0.7987,0.884,384,0,N,infection-induced,1,1
CBS,MB,11/18/2023,Western,0.8428,0.804,0.8817,451,0,N,infection-induced,1,1
CBS,MB,11/27/2023,Western,0.8566,0.8247,0.8884,630,0,N,infection-induced,1,1
CBS,MB,12/4/2023,Western,0.8383,0.8006,0.8761,493,0,N,infection-induced,1,1
CBS,MB,12/11/2023,Western,0.8341,0.794,0.8742,452,0,N,infection-induced,1,1
CBS,MB,12/18/2023,Western,0.8384,0.8004,0.8764,479,0,N,infection-induced,1,1
CBS,MB,12/27/2023,Western,0.8617,0.8248,0.8986,456,0,N,infection-induced,1,1
CBS,MB,1/14/2021,Western,0.056,0.0439,0.068,1798,0,S,induced by either,1,1
CBS,MB,3/6/2021,Western,0.143,0.117,0.168,807,0,S,induced by either,1,1
CBS,MB,4/21/2021,Western,0.2253,0.1949,0.2558,883,0,S,induced by either,1,1
CBS,MB,5/28/2021,Western,0.6125,0.5776,0.6474,843,0,S,induced by either,1,1
CBS,MB,6/21/2021,Western,0.8703,0.8451,0.8955,1008,0,S,induced by either,1,1
CBS,MB,7/18/2021,Western,0.9492,0.9246,0.9737,701,0,S,induced by either,1,1
